id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
175069,5.010635294,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,SF,06-04-17,t,t,100%,22-02-15,t,06-09-17,37.76476231,-122.4347063,Master BR in the Castro,Duboce Triangle,7,97,94114,1,1
181511,6.052089169,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}",4,1,Real Bed,strict,FALSE,NYC,,t,f,0%,16-12-16,f,,40.73711623,-74.00205346,PRIVATE 2 bdrm in the HEART of the West Village!,West Village,0,,10014,2,3
182649,5.521460918,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace""}",2,1,Real Bed,flexible,TRUE,NYC,21-08-17,t,t,100%,09-12-11,f,24-09-17,40.71901798,-73.99026544,Charming & Sun Lit with Private Terrace in LES,Lower East Side,4,100,10002,1,1
183334,4.442651256,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,2,Real Bed,flexible,FALSE,LA,,t,t,,07-04-14,f,,34.07740149,-118.2692933,Silver Lake / Echo Park bed & bath.,,0,,90026,1,1
189821,5.298317367,Apartment,Private room,{},2,1,Real Bed,flexible,FALSE,NYC,,t,t,,08-12-12,f,,40.82276765,-73.94980674,/,Hamilton Heights,0,,10031,1,1
189961,4.317488114,House,Private room,"{""Wireless Internet""}",2,1,Real Bed,flexible,FALSE,Boston,22-04-15,t,f,92%,14-01-15,t,17-09-17,42.33133863,-71.0569452,"Large room, wood floor, 2 windows",South Boston,66,90,2127,1,1
197756,4.890349128,Apartment,Entire home/apt,"{""Wireless Internet"",Kitchen,""Smoke detector"",""Carbon monoxide detector"",""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,flexible,TRUE,LA,15-03-17,t,t,100%,09-08-15,f,23-03-17,34.06245808,-118.3493587,Always Sunny at Burnside,Mid-Wilshire,3,100,90036,0,1
197942,4.382026635,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,flexible,FALSE,Boston,,t,f,,25-01-16,t,,42.33099177,-71.09846826,"Simple, Homey Room in hip Boston area",Mission Hill,0,,2120,0,1
197948,6.309918278,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials}",6,2.5,Real Bed,strict,TRUE,LA,30-07-15,t,f,100%,02-01-15,f,16-08-15,34.09826863,-118.3544415,Magnificent 100 Year old Craftsman,Hollywood,2,100,90046,3,3
198135,5.010635294,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,""Pets allowed"",Breakfast,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Couch,flexible,TRUE,SF,19-07-16,t,f,,03-07-16,t,19-07-16,37.79989627,-122.4222138,Pet lovers in Russian Hill,Russian Hill,1,,94109,1,1
208148,4.382026635,Condominium,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",3,1,Real Bed,strict,TRUE,LA,09-04-17,t,f,100%,31-07-16,f,01-05-17,34.06619302,-118.4288172,Upscale Westwood! Valet parking!,,4,95,90024,1,2
218793,4.510859507,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,flexible,FALSE,LA,08-07-16,t,t,,16-11-14,f,08-07-16,34.11360001,-118.1857188,Scenic one bedroom in North East LA,Highland Park,1,80,90042,1,1
219526,4.442651256,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Shampoo,Hangers}",2,,Real Bed,flexible,FALSE,LA,,t,t,,08-07-15,f,,34.29602273,-118.4640838,"Fountains, pond, Mountain views",,0,,91342,1,
225224,5.075173815,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Laptop friendly workspace""}",2,1.5,Real Bed,flexible,TRUE,DC,,t,t,100%,08-05-11,t,,38.96672726,-77.02089048,Private suite in DC near metro,,0,,20011,1,1
231154,5.616771098,In-law,Entire home/apt,"{""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard""}",2,1,Real Bed,strict,TRUE,SF,17-08-17,t,t,100%,08-05-14,t,28-09-17,37.74917747,-122.4367519,Spacious Noe Valley Hideaway,Noe Valley,6,97,94114,1,1
231194,4.17438727,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,TRUE,NYC,01-10-12,t,t,100%,09-09-12,f,31-07-17,40.70161981,-73.93117006,"Large 1 BR in safe, artsy Bushwick",Bushwick,9,100,11237,1,1
234355,4.605170186,Apartment,Entire home/apt,"{Kitchen,""Elevator in building"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}",2,1,Real Bed,flexible,FALSE,LA,16-07-16,t,t,82%,20-02-14,f,02-10-16,34.103562,-118.2962151,GREAT studio in Los Feliz!,Hollywood,4,90,90027,0,2
238658,4.077537444,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,LA,01-08-16,t,t,100%,28-07-15,t,18-03-17,34.16810702,-118.5226248,beautiful Master Bedroom + private Bathroom,Encino,6,100,91316,1,2
250215,4.369447852,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",2,1,Real Bed,moderate,TRUE,LA,25-08-14,t,t,95%,19-03-14,f,16-04-17,34.06262263,-118.2935204,Perfect Vacation Spot! ,Mid-Wilshire,56,96,90005,0,1
252607,4.248495242,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Pull-out Sofa,strict,TRUE,NYC,15-02-15,t,t,100%,24-11-14,f,30-09-17,40.75572073,-73.92631838,"Private, quiet spacious room with tons of sun!",Astoria,40,98,11106,1,1
254168,5.003946306,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",""Doorman Entry"",""Private entrance""}",4,1.5,Real Bed,strict,TRUE,LA,02-03-17,t,t,100%,24-06-14,f,22-04-17,34.08216537,-118.3709451,Heart of West Hollywood,,4,100,90048,1,1
256622,4.905274778,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",""Doorman Entry""}",2,1,Real Bed,flexible,TRUE,Chicago,,t,t,100%,03-05-10,f,,41.89355982,-87.6355532,Modern apartment (hot tub and pool),,0,,60654,1,1
258774,4.369447852,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,moderate,TRUE,NYC,05-08-14,t,f,100%,03-07-13,t,25-09-17,40.78230627,-73.97992781,Beautiful Apt on Upper West Side,Upper West Side,70,93,10024,1,1
275443,4.17438727,House,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,FALSE,LA,01-08-16,t,t,100%,07-02-12,f,26-04-17,34.08849793,-118.2513443,"Peaceful Bungalow In Walkable, Echo Park",Echo Park,87,99,90026,1,1
276317,5.272999559,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",TV}",4,1,Real Bed,super_strict_30,TRUE,Boston,04-11-16,t,t,100%,08-07-16,t,26-09-17,42.36015282,-71.0693841,112 Myrtle Street Apartment 1,Beacon Hill,17,93,2114,2,2
284855,3.496507561,House,Private room,"{""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Fire extinguisher"",""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,flexible,TRUE,NYC,21-12-13,t,t,100%,02-12-13,f,04-09-17,40.62830493,-74.01607798,Room D,Bay Ridge,39,79,11220,1,1
286866,4.605170186,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",6,1,Real Bed,flexible,FALSE,NYC,11-06-15,t,t,100%,09-12-14,f,21-08-17,40.69503563,-73.92708771,HOUSE SUITE,Bushwick,65,97,11221,1,3
288224,4.382026635,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,LA,08-02-16,t,t,100%,20-09-15,t,18-04-17,34.15997946,-118.3757899,Private Guest House in NOHO Arts District!,North Hollywood,52,98,91601,1,1
292047,4.976733742,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector""}",2,1,Real Bed,moderate,TRUE,NYC,21-09-15,t,t,100%,31-07-13,f,22-09-17,40.7387498,-73.99657115,Immaculate room with private full restroom,Chelsea,10,100,10011,1,1
294717,3.401197382,Villa,Private room,"{""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,FALSE,LA,26-04-17,t,t,100%,30-08-16,t,26-04-17,34.0122093,-117.8727139,Masterroom with Private bathroom in Walnut,,1,80,91789,1,1
296196,4.343805422,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,Elevator,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,moderate,TRUE,NYC,15-06-16,t,f,,01-06-16,f,15-06-16,40.65111702,-73.95165384,"Great Place in Brooklyn, Close to Everything",Flatbush,1,80,11226,1,1
299062,3.688879454,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Free parking on premises"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",TV}",2,1,Real Bed,moderate,FALSE,LA,25-04-17,t,t,95%,17-04-17,f,02-05-17,33.95671449,-118.3033294,Private Room & Private Bath / Near LAX and DTLA,South LA,2,80,90047,1,1
301073,5.416100402,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",2,1,Real Bed,flexible,TRUE,NYC,,t,t,,29-11-10,f,,40.71497743,-73.96436633,Private & clean 1 bd/1br Willamsburg w/ roofdeck.,Williamsburg,0,,11249,1,1
302057,3.80666249,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,FALSE,Boston,,t,t,,29-07-15,t,,42.35125273,-71.13210504,Spacious Private Room near Havard Avenue,Allston-Brighton,0,,2134,1,1
302280,4.844187086,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,strict,TRUE,NYC,18-11-14,t,t,71%,17-06-13,t,08-05-17,40.78319932,-73.97670632,Beautiful UWS Studio Apt By Central Park NYC!,Upper West Side,7,66,10024,0,1
303694,4.605170186,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",2,1,Real Bed,flexible,FALSE,NYC,15-06-15,t,f,,03-06-15,f,15-06-15,40.70799417,-73.94887775,Private Room w/Bathroom / W'Berg BK,Williamsburg,1,80,11206,1,1
304188,4.382026635,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Essentials}",2,1,Real Bed,flexible,TRUE,NYC,14-12-15,t,t,,08-05-14,f,31-12-15,40.82360338,-73.94743461,Hamilton Heights Convent Ave Apartment,Hamilton Heights,2,100,10031,1,1
311306,5.416100402,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",3,1,Real Bed,strict,TRUE,Chicago,07-06-16,t,t,100%,24-04-12,f,07-06-16,41.9006231,-87.67357261,"Modern, Clean, Hip Wicker Park",Ukrainian Village,1,100,60622,1,1
317905,6.309918278,House,Entire home/apt,{},4,1.5,Real Bed,strict,FALSE,DC,,t,t,100%,23-07-14,f,,38.92541342,-77.02357958,Event Rental,,0,,20001,1,1
323818,5.521460918,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Lockbox,""Private entrance"",Bathtub}",8,2,Real Bed,moderate,TRUE,Chicago,09-04-17,t,f,100%,25-08-15,f,08-05-17,41.90454773,-87.66621029,Spacious Wicker Park Duplex 3BED/2BATH,Wicker Park,8,98,60642,3,3
328989,4.86753445,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",8,1,Real Bed,moderate,TRUE,Chicago,04-07-15,t,t,100%,30-03-15,t,07-05-17,41.90238385,-87.67777571,Ukrainian Village Warehouse Loft,Ukrainian Village,131,95,60622,2,3
332208,4.905274778,Townhouse,Private room,"{TV,""Wireless Internet"",""Air conditioning"",""Pets allowed"",Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",2,1,Real Bed,flexible,TRUE,NYC,23-07-16,t,f,90%,20-09-15,f,23-09-17,40.77859797,-73.9855403,CLASSIC GUEST ROOM - UWS Townhouse,Upper West Side,29,97,,1,1
339386,5.010635294,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",4,1,Real Bed,flexible,TRUE,LA,04-04-17,t,t,100%,27-03-12,f,19-04-17,34.08030039,-118.3164129,Large mid-century Larchmont Apartment,Mid-Wilshire,2,100,90004,2,2
